ASTEROIDIEN RATAELEMENTTEJA (kts triad_read.pro)
NUMBER   A    E   sinI    WBAR   NODE
  1604     2.49000    0.1630    0.0840       20.20      285.30
  1605     2.54600    0.1780    0.1440      118.80      270.30
  1606     3.05900    0.0770    0.0390        8.40      273.40
  1607     2.36100    0.0990    0.1370       60.90      124.20
  1608     2.23600    0.1940    0.0760      248.80      140.90
  1609     3.02100    0.0810    0.1760      168.30      150.80
  1610     2.43700    0.1680    0.0570      241.60      215.10
  1611     2.18000    0.1350    0.0980      156.10      193.50
  1612     2.25100    0.1440    0.0690      244.50      252.10
  1613     2.61000    0.2920    0.1080       36.30      299.90
  1614     3.01700    0.0520    0.1760      354.60       19.80
  1615     2.78300    0.2180    0.1510       83.70      117.30
  1616     1.87800    0.0870    0.4100      123.50      181.10
  1617     2.34900    0.1890    0.4130      155.90      102.40
  1618     2.56000    0.1730    0.1390      273.20       95.50
  1619     2.78300    0.2000    0.3060       12.80      331.90
  1620     2.39500    0.2120    0.4110      135.10      216.70
  1621     2.18400    0.1200    0.0640      197.40      258.10
  1622     2.74300    0.1350    0.0910       39.40      320.00
  1623     2.24000    0.1310    0.0840        5.80       84.90
  1624     2.33900    0.2630    0.1060      152.70       39.30
  1625     2.41400    0.2260    0.1740      105.80       90.90
  1626     2.18500    0.1220    0.0590      352.90      258.50
  1627     2.19000    0.1300    0.0700      252.70       83.50
  1628     2.80600    0.1800    0.0760      345.40      175.50
  1629     3.14000    0.1500    0.0260      194.60      319.30
  1630     2.90200    0.0950    0.1690       97.20       54.90
  1631     2.58800    0.2490    0.0750       73.40      191.10
  1632     3.17800    0.2570    0.0280       75.60      235.70
  1633     3.10100    0.1570    0.0730       61.90      224.30
  1634     3.18700    0.1390    0.0250      106.30       93.90
  1635     2.23300    0.1490    0.1130      100.60       24.60
  1636     2.23600    0.1810    0.0940      241.20       49.40
  1637     2.53200    0.0630    0.2630      259.60      335.60
  1638     3.16500    0.1130    0.1860      133.60      347.80
  1639     3.12500    0.1110    0.3190      240.60      180.60
  1640     2.72400    0.2090    0.0560      230.20       81.00
  1641     2.69800    0.2040    0.1070      106.90       94.30
  1642     2.23900    0.1400    0.0750      333.70      315.80
  1643     2.73500    0.1510    0.2280      305.10      324.00
  1644     3.09200    0.1490    0.0440      240.00      112.00
  1645     1.36800    0.3970    0.2440      237.20      185.50
  1646     3.16700    0.1430    0.0240      286.50      306.70
  1647     3.15800    0.1510    0.0250       60.90       91.60
  1648     2.61800    0.2200    0.2260      274.50      244.90
  1649     2.44900    0.1760    0.1020       34.10      128.50
  1650     3.04100    0.0500    0.2390       40.30      234.50
  1651     3.16500    0.1420    0.0250       48.70      233.40
  1652     2.78800    0.1170    0.0520      294.30      222.20
  1653     2.80400    0.2260    0.2070      299.20       63.60
  1654     2.39600    0.2170    0.1860       13.50        8.80
  1655     2.78400    0.2220    0.3120        4.20      227.10
  1656     2.26200    0.1450    0.1000      175.60       15.20
  1657     2.37400    0.1120    0.1080       83.40      324.70
  1658     3.15400    0.1500    0.0290      158.60      342.00
  1659     2.21100    0.1120    0.0460      319.00      266.00
  1660     2.36100    0.1880    0.0820       15.90      343.60
  1661     3.17000    0.1240    0.2820      307.10       59.10
  1662     2.85800    0.1020    0.1570      334.50      104.60
  1663     2.21500    0.1170    0.0710      319.70      118.60
  1664     2.22300    0.1360    0.0310      170.70      256.50
  1665     2.29900    0.1930    0.1390      346.40      197.00
  1666     2.12500    0.1100    0.0380      213.30      264.30
  1667     2.21900    0.1630    0.0700       66.60      354.20
  1668     2.91600    0.2870    0.1310       85.40      200.20
  1669     2.37800    0.1700    0.1490      344.20      294.90
  1670     2.32200    0.2170    0.1470      330.50      352.40
  1671     3.01500    0.0690    0.1800       32.30      139.20
  1672     3.17600    0.1510    0.3480      233.80      240.10
  1673     2.22800    0.1360    0.0550      309.20       57.80
  1674     2.56500    0.1600    0.1600      248.00      299.50
  1675     2.39900    0.2450    0.1930      234.50       31.20
  1676     2.73300    0.1330    0.1200      196.10      250.30
  1677     2.19500    0.1800    0.1130      113.70      335.70
  1678     2.36600    0.2240    0.1510      335.00      212.20
  1679     2.65700    0.1590    0.2760       27.60      318.90
  1680     2.18800    0.1300    0.0150      101.30      180.20
  1681     3.14800    0.0600    0.2940      123.40      315.90
  1682     2.51400    0.0650    0.0940      129.40      178.90
  1683     3.01300    0.0770    0.1790      168.40      155.40
  1684     2.71100    0.0740    0.2080      129.30      169.50
  1685     2.90300    0.0570    0.0370      334.20      131.40
  1686     2.78700    0.0460    0.0760      246.80      241.50
  1687     1.85400    0.0790    0.3490      101.00      135.50
  1688     2.56200    0.0710    0.1410      279.60      244.00
  1689     2.23000    0.0920    0.0380      240.60      353.50
  1690     2.78400    0.1780    0.1670       40.20      176.60
  1691     3.17400    0.0810    0.0920      342.10      164.00
  1692     3.01200    0.0760    0.1770        0.70      161.50
  1693     2.19300    0.1360    0.0810      124.40      168.70
  1694     2.77700    0.1910    0.1440        6.90      190.60
  1695     3.14500    0.0860    0.2780      263.30        6.10
  1696     2.22900    0.1610    0.0820       66.30      168.60
  1697     3.01300    0.0810    0.1790      186.00      322.40
  1698     2.18300    0.1350    0.0770      326.80       41.90
  1699     2.26100    0.1020    0.0690      261.40      211.00
  1700     2.46700    0.1510    0.0540       19.00      287.90
  1701     2.88500    0.0390    0.0380       59.00       35.40
  1702     2.88900    0.0590    0.0360        0.80      180.20
  1703     2.47000    0.1800    0.1170      182.90      199.20
  1704     2.22900    0.1700    0.0700      173.70       19.60
  1705     2.84600    0.0420    0.0380       96.50       70.10
  1706     1.70900    0.1210    0.4200      249.30      270.00
  1707     1.92600    0.1160    0.3940       23.30      278.00
  1708     2.79000    0.1230    0.1610       11.00      246.00
  1709     2.23800    0.1460    0.0770      334.00      240.40
  1710     3.01500    0.0790    0.1830      259.40       54.30
  1711     3.09300    0.0680    0.1770      153.10      163.80
  1712     2.54800    0.1970    0.1160       38.20      289.60
  1713     2.35100    0.1660    0.0610      182.40       29.10
  1714     3.00700    0.0630    0.1700      206.50      116.30
  1715     2.64800    0.2530    0.0710      358.50      171.30
  1716     3.15700    0.1490    0.1670      200.80      241.50
  1717     3.16800    0.2580    0.0290      135.20       54.20
  1718     2.87600    0.0460    0.0360       54.50      191.40
  1719     2.18900    0.1380    0.0800      333.10      296.30
  1720     3.08900    0.1550    0.0320      221.60      184.60
  1721     3.16900    0.0680    0.3370      334.70       69.30
  1722     2.74900    0.0470    0.0940      352.40      200.80
  1723     3.02000    0.0660    0.1760      309.80      199.80
  1724     2.45000    0.1540    0.0570       39.00      353.90
  1725     2.17900    0.0840    0.0300      349.90      297.60
  1726     2.45700    0.0580    0.0880       98.90       12.00
  1727     3.12500    0.1400    0.1770       54.90       87.70
  1728     2.53000    0.1330    0.0870      176.50       88.10
  1729     2.43500    0.1480    0.0790      226.90       72.10
  1730     2.87700    0.0580    0.0350       98.70      210.40
  1731     2.60300    0.1560    0.2340      263.20      199.40
  1732     3.10400    0.0440    0.1620      162.50      184.70
  1733     2.62600    0.0420    0.0660      144.10      320.70
  1734     3.14600    0.1580    0.0230      224.10      116.90
  1735     2.17600    0.1470    0.0270      242.60      248.90
  1736     3.01600    0.0670    0.1780      235.30      290.60
  1737     2.39500    0.0810    0.1100       43.70       39.80
  1738     3.11800    0.1640    0.0250      248.90      205.70
  1739     2.66200    0.1600    0.2090      151.90      197.20
  1740     2.40500    0.1250    0.0100      262.60      108.70
  1741     2.23600    0.1180    0.0780      162.70      277.70
  1742     3.02100    0.0700    0.1780        2.00       10.70
  1743     3.00200    0.0800    0.1760      203.30      304.20
  1744     3.11100    0.1470    0.0200      289.60      244.30
  1745     2.21300    0.1400    0.0250      308.30      116.90
  1746     2.23800    0.1540    0.0880      150.80      354.30
  1747     2.74600    0.1500    0.1030      254.70      208.90
  1748     2.77700    0.2430    0.1410       41.20       74.00
  1749     2.22400    0.1440    0.0390      176.90      235.80
  1750     3.12400    0.1980    0.2750      200.20      229.00
  1751     2.78400    0.1950    0.1460      256.00      199.20
  1752     3.35900    0.0710    0.3870      195.00      190.80
